opportunity_id,primary_savings_model_id,secondary_savings_model_ids,value_roles,business_relevance,affected_bill_types,required_bill_fields,optional_bill_fields,required_non_bill_inputs,incentive_value_method,project_cost_estimation_method,calculation_readiness,confidence,manual_review_required
"SOURCE_DSIRE:dsire_program_id:3486","project_cost_reduction_only","","upfront_cost_reduction","residential_only","none","project_cost_estimate","contractor_quote_amount|quote_date","equipment_category","per_unit","benchmark_range","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:709","interconnection_or_grid_access_value","","policy_or_permitting","mixed","none","","utility_provider|service_address|rate_schedule","equipment_category|project_timing","unknown","unknown","policy_only","low","true"
"SOURCE_DSIRE:dsire_program_id:4482","ev_charging_site_load","project_cost_reduction_only","bill_savings|upfront_cost_reduction","residential_only","electric|none","rate_schedule|annual_kwh|average_cost_per_kwh","peak_kw|demand_charge_rate|time_of_use_periods|contractor_quote_amount|quote_date","parking_spaces|ownership_status|equipment_category","per_unit","cost_per_unit","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:22229","grant_funding","electric_usage_reduction|ev_charging_site_load","bill_savings|upfront_cost_reduction","business_relevant","none|electric","project_cost_estimate","contractor_quote_amount|monthly_kwh|rate_schedule|delivery_charges|generation_charges|peak_kw|demand_charge_rate|time_of_use_periods","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","false"
"SOURCE_DSIRE:dsire_program_code_title_hash:MI100F:992219dea057","solar_electric_offset","project_cost_reduction_only","bill_savings|upfront_cost_reduction","unknown","electric|none","annual_kwh|monthly_kwh|average_cost_per_kwh|rate_schedule","time_of_use_periods|demand_charges|generation_charges|delivery_charges|contractor_quote_amount|quote_date","roof_area|ownership_status","per_kw","cost_per_kw","needs_bill","low","true"
"SOURCE_SDGE_BUSINESS:program_url:myenergycenter_com","electric_usage_reduction","project_cost_reduction_only","bill_savings|upfront_cost_reduction","mixed","electric|none","annual_kwh|annual_electric_cost|average_cost_per_kwh","monthly_kwh|rate_schedule|delivery_charges|generation_charges|contractor_quote_amount|quote_date","equipment_category","per_unit","cost_per_unit","needs_bill","medium","true"
"SOURCE_DSIRE:dsire_program_id:4916","interconnection_or_grid_access_value","","policy_or_permitting","residential_only","none","","utility_provider|service_address|rate_schedule","equipment_category|project_timing","unknown","unknown","policy_only","low","true"
"SOURCE_DSIRE:dsire_program_id:3144","financing_cash_flow","water_sewer_reduction","bill_savings|financing","residential_only","none|water_sewer","project_cost_estimate|interest_rate|financing_term_years","down_payment|contractor_quote_amount|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","equipment_category","financing","contractor_quote_required","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:21867","controls_building_automation","","bill_savings|upfront_cost_reduction","residential_only","electric","annual_kwh|rate_schedule","annual_therms|peak_kw|demand_charges|time_of_use_periods","square_footage|equipment_category","per_unit","benchmark_range","needs_equipment_details","low","true"
"SOURCE_CA_ENERGY_COMMISSION:cec_solicitation_number:GFO-23-503","grant_funding","battery_tou_demand_savings","bill_savings|upfront_cost_reduction","business_relevant","none|electric","project_cost_estimate","contractor_quote_amount|annual_kwh|monthly_peak_kw","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","false"
"SOURCE_DSIRE:dsire_program_id:4754","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","business_relevant","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:1966","project_cost_reduction_only","","upfront_cost_reduction","residential_only","none","project_cost_estimate","contractor_quote_amount|quote_date","equipment_category","per_unit","benchmark_range","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:22804","grant_funding","","upfront_cost_reduction","residential_only","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:2296","whole_building_custom_efficiency","electric_usage_reduction|hvac_electric_efficiency|gas_usage_reduction|motor_vfd_efficiency|controls_building_automation","bill_savings|upfront_cost_reduction","residential_only","electric|gas","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|peak_kw|demand_charge_rate|square_footage|monthly_kwh|rate_schedule|delivery_charges|generation_charges|demand_charges|monthly_therms|gas_rate_schedule|time_of_use_periods","project_cost_estimate|equipment_category","per_kwh_saved","benchmark_range","needs_bill","low","true"
"SOURCE_DSIRE:dsire_program_id:1944","fleet_fuel_replacement","ev_charging_site_load","bill_savings|upfront_cost_reduction","residential_only","fuel|electric","annual_gallons|annual_fuel_cost|average_cost_per_gallon|vehicle_count","estimated_miles|fuel_type|monthly_fuel_cost|rate_schedule|average_cost_per_kwh|peak_kw|demand_charge_rate|time_of_use_periods","vehicle_count","per_unit","cost_per_unit","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:5888","grant_funding","electric_usage_reduction|solar_electric_offset","bill_savings|upfront_cost_reduction","agriculture_only","none|electric","project_cost_estimate","contractor_quote_amount|monthly_kwh|rate_schedule|delivery_charges|generation_charges|time_of_use_periods|demand_charges","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","true"
"SOURCE_DSIRE:dsire_program_id:5381","whole_building_custom_efficiency","hvac_electric_efficiency|gas_usage_reduction|motor_vfd_efficiency|controls_building_automation","bill_savings|upfront_cost_reduction","residential_only","electric|gas","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|peak_kw|demand_charge_rate|square_footage|monthly_kwh|demand_charges|rate_schedule|monthly_therms|gas_rate_schedule|time_of_use_periods","project_cost_estimate|equipment_category","per_kwh_saved","benchmark_range","needs_bill","low","true"
"SOURCE_SILICON_VALLEY_POWER:svp_source_section:c23bfba702041c44:commercial-zero-emission-vehicle-fleet-rebate","fleet_fuel_replacement","ev_charging_site_load","bill_savings|upfront_cost_reduction","mixed","fuel|electric","annual_gallons|annual_fuel_cost|average_cost_per_gallon|vehicle_count","estimated_miles|fuel_type|monthly_fuel_cost|rate_schedule|average_cost_per_kwh|peak_kw|demand_charge_rate|time_of_use_periods","vehicle_count","per_unit","cost_per_unit","needs_equipment_details","medium","true"
"SOURCE_DSIRE:dsire_program_id:2543","ev_charging_site_load","project_cost_reduction_only","bill_savings|upfront_cost_reduction","mixed","electric|none","rate_schedule|annual_kwh|average_cost_per_kwh","peak_kw|demand_charge_rate|time_of_use_periods|contractor_quote_amount|quote_date","parking_spaces|ownership_status|equipment_category","per_unit","cost_per_unit","needs_quote","medium","true"
"SOURCE_DSIRE:dsire_program_id:4951","pace_or_on_bill_financing","","financing","mixed","none","project_cost_estimate|financing_term_years|interest_rate","ownership_status|down_payment|annual_electric_cost|annual_gas_cost","ownership_status","financing","contractor_quote_required","needs_quote","high","true"
"SOURCE_DSIRE:dsire_program_id:5036","gas_usage_reduction","project_cost_reduction_only","bill_savings|upfront_cost_reduction","residential_only","gas|none","annual_therms|annual_gas_cost|average_cost_per_therm","monthly_therms|gas_rate_schedule|contractor_quote_amount|quote_date","equipment_category","per_unit","cost_per_unit","needs_bill","low","true"
"SOURCE_SCE_BUSINESS:sce_source_section:f4ae5887bd3fcdc9:gogreen-business-energy-financing","financing_cash_flow","electric_usage_reduction|hvac_electric_efficiency|refrigeration_electric_efficiency|controls_building_automation","bill_savings|financing","business_relevant","none|electric","project_cost_estimate|interest_rate|financing_term_years","down_payment|contractor_quote_amount|monthly_kwh|rate_schedule|delivery_charges|generation_charges|peak_kw|demand_charges|annual_therms|time_of_use_periods","equipment_category","financing","contractor_quote_required","needs_quote","high","false"
"SOURCE_DSIRE:dsire_program_id:22636","grant_funding","ev_charging_site_load","bill_savings|upfront_cost_reduction","unknown","none|electric","project_cost_estimate","contractor_quote_amount|peak_kw|demand_charge_rate|time_of_use_periods","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:3590","ev_charging_site_load","project_cost_reduction_only","bill_savings|upfront_cost_reduction","mixed","electric|none","rate_schedule|annual_kwh|average_cost_per_kwh","peak_kw|demand_charge_rate|time_of_use_periods|contractor_quote_amount|quote_date","parking_spaces|ownership_status|equipment_category","per_unit","cost_per_unit","needs_quote","medium","true"
"SOURCE_DSIRE:dsire_program_id:22644","grant_funding","ev_charging_site_load","bill_savings|upfront_cost_reduction","unknown","none|electric","project_cost_estimate","contractor_quote_amount|peak_kw|demand_charge_rate|time_of_use_periods","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","low","true"
"SOURCE_DSIRE:dsire_program_id:2791","electric_usage_reduction","project_cost_reduction_only","bill_savings|upfront_cost_reduction","public_nonprofit_only","electric|none","annual_kwh|annual_electric_cost|average_cost_per_kwh","monthly_kwh|rate_schedule|delivery_charges|generation_charges|contractor_quote_amount|quote_date","equipment_category","per_unit","cost_per_unit","needs_bill","medium","true"
"SOURCE_DSIRE:dsire_program_id:4311","program_rule_value_only","","policy_or_permitting","unknown","none","","service_address|utility_provider","project_timing","unknown","unknown","policy_only","low","true"
"SOURCE_DSIRE:dsire_program_id:5875","pace_or_on_bill_financing","","financing","mixed","none","project_cost_estimate|financing_term_years|interest_rate","ownership_status|down_payment|annual_electric_cost|annual_gas_cost","ownership_status","financing","contractor_quote_required","needs_quote","high","true"
"SOURCE_DSIRE:dsire_program_id:310","sales_or_property_tax_exemption","","tax_benefit","business_relevant","none","project_cost_estimate","ownership_status|tax_entity_type|contractor_quote_amount","equipment_category","tax_exemption","benchmark_range","needs_tax_review","medium","false"
"SOURCE_DSIRE:dsire_program_id:4914","pace_or_on_bill_financing","","financing","mixed","none","project_cost_estimate|financing_term_years|interest_rate","ownership_status|down_payment|annual_electric_cost|annual_gas_cost","ownership_status","financing","contractor_quote_required","needs_quote","high","true"
"SOURCE_DSIRE:dsire_program_id:1296","whole_building_custom_efficiency","electric_usage_reduction|hvac_electric_efficiency|gas_usage_reduction|motor_vfd_efficiency|water_sewer_reduction","bill_savings|upfront_cost_reduction","mixed","electric|gas|water_sewer","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|peak_kw|demand_charge_rate|square_footage|monthly_kwh|rate_schedule|delivery_charges|generation_charges|demand_charges|monthly_therms|gas_rate_schedule|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","project_cost_estimate|equipment_category","per_kwh_saved","benchmark_range","needs_bill","medium","true"
"SOURCE_DSIRE:dsire_program_id:2407","commercial_kitchen_equipment_efficiency","water_sewer_reduction","bill_savings|upfront_cost_reduction","business_relevant","electric|water_sewer","annual_kwh|annual_electric_cost|average_cost_per_kwh","annual_therms|average_cost_per_therm|annual_water_use|annual_water_cost|annual_sewer_cost|monthly_water_use|water_unit|sewer_cost|meter_size|irrigation_meter_present","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","medium","true"
"SOURCE_CA_ENERGY_COMMISSION:cec_solicitation_number:GFO-23-312R2","grant_funding","","upfront_cost_reduction","business_relevant","none","project_cost_estimate","contractor_quote_amount","equipment_category|project_timing","grant_amount","contractor_quote_required","needs_quote","high","false"
"SOURCE_DSIRE:dsire_program_id:2","tax_benefit_project_cost_reduction","","tax_benefit","unknown","none","project_cost_estimate|tax_entity_type","ownership_status|tax_appetite_unknown|contractor_quote_amount","equipment_category","tax_credit","benchmark_range","needs_tax_review","low","true"
"SOURCE_DSIRE:dsire_program_id:5118","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","residential_only","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","low","true"
"SOURCE_DSIRE:dsire_program_id:2014","motor_vfd_efficiency","","bill_savings|upfront_cost_reduction","mixed","electric","annual_kwh|annual_electric_cost|average_cost_per_kwh","peak_kw|demand_charge_rate|monthly_kwh","equipment_category|quantity","per_unit","cost_per_unit","needs_equipment_details","medium","true"
